Filename,Label,Species
20161207-112141-0.jpg,1,Lantana
20161207-142354-0.jpg,1,Lantana
20161207-142413-0.jpg,1,Lantana
20170126-095106-0.jpg,1,Lantana
20170126-095120-0.jpg,1,Lantana
20170126-095150-0.jpg,1,Lantana
20170126-095203-0.jpg,1,Lantana
20170126-095221-0.jpg,1,Lantana
20170126-095233-0.jpg,1,Lantana
20170126-095243-0.jpg,1,Lantana
20170126-095258-0.jpg,1,Lantana
20170126-095308-0.jpg,1,Lantana
20170126-095322-0.jpg,1,Lantana
20170126-095331-0.jpg,1,Lantana
20170126-095350-0.jpg,1,Lantana
20170126-095404-0.jpg,1,Lantana
20170126-095436-0.jpg,1,Lantana
20170126-095456-0.jpg,1,Lantana
20170126-095525-0.jpg,1,Lantana
20170126-095533-0.jpg,1,Lantana
20170126-095541-0.jpg,1,Lantana
20170126-095604-0.jpg,1,Lantana
20170126-095637-0.jpg,1,Lantana
20170126-095653-0.jpg,1,Lantana
20170126-095712-0.jpg,1,Lantana
20170126-095726-0.jpg,1,Lantana
20170126-095737-0.jpg,1,Lantana
20170126-095745-0.jpg,1,Lantana
20170126-095755-0.jpg,1,Lantana
20170126-095805-0.jpg,1,Lantana
20170126-095821-0.jpg,1,Lantana
20170126-095837-0.jpg,1,Lantana
20170126-095855-0.jpg,1,Lantana
20170126-095912-0.jpg,1,Lantana
20170126-095925-0.jpg,1,Lantana
20170126-095932-0.jpg,1,Lantana
20170126-095942-0.jpg,1,Lantana
20170126-095952-0.jpg,1,Lantana
20170126-100004-0.jpg,1,Lantana
20170126-100012-0.jpg,1,Lantana
20170126-100037-0.jpg,1,Lantana
20170126-100045-0.jpg,1,Lantana
20170126-100104-0.jpg,1,Lantana
20170126-100115-0.jpg,1,Lantana
20170126-100130-0.jpg,1,Lantana
20170126-100140-0.jpg,1,Lantana
20170126-100150-0.jpg,1,Lantana
20170126-100200-0.jpg,1,Lantana
20170126-100212-0.jpg,1,Lantana
20170126-100221-0.jpg,1,Lantana
20170126-100231-0.jpg,1,Lantana
20170126-100242-0.jpg,1,Lantana
20170126-100257-0.jpg,1,Lantana
20170126-100311-0.jpg,1,Lantana
20170126-100322-0.jpg,1,Lantana
20170126-100338-0.jpg,1,Lantana
20170126-100349-0.jpg,1,Lantana
20170126-100409-0.jpg,1,Lantana
20170126-100427-0.jpg,1,Lantana
20170126-100451-0.jpg,1,Lantana
20170126-100459-0.jpg,1,Lantana
20170126-100518-0.jpg,1,Lantana
20170126-100527-0.jpg,1,Lantana
20170126-100535-0.jpg,1,Lantana
20170126-100620-0.jpg,1,Lantana
20170126-100629-0.jpg,1,Lantana
20170127-100724-0.jpg,1,Lantana
20170127-100741-0.jpg,1,Lantana
20170127-100828-0.jpg,1,Lantana
20170127-100927-0.jpg,1,Lantana
20170127-100941-0.jpg,1,Lantana
20170127-101000-0.jpg,1,Lantana
20170127-101008-0.jpg,1,Lantana
20170127-101055-0.jpg,1,Lantana
20170127-101114-0.jpg,1,Lantana
20170127-101147-0.jpg,1,Lantana
20170127-101203-0.jpg,1,Lantana
20170127-101227-0.jpg,1,Lantana
20170127-101244-0.jpg,1,Lantana
20170127-101254-0.jpg,1,Lantana
20170127-101304-0.jpg,1,Lantana
20170127-101317-0.jpg,1,Lantana
20170127-101327-0.jpg,1,Lantana
20170127-101340-0.jpg,1,Lantana
20170127-101355-0.jpg,1,Lantana
20170127-101404-0.jpg,1,Lantana
20170127-101415-0.jpg,1,Lantana
20170127-101425-0.jpg,1,Lantana
20170127-101438-0.jpg,1,Lantana
20170127-101454-0.jpg,1,Lantana
20170127-101503-0.jpg,1,Lantana
20170127-101512-0.jpg,1,Lantana
20170127-101528-0.jpg,1,Lantana
20170127-101535-0.jpg,1,Lantana
20170127-101619-0.jpg,1,Lantana
20170127-101628-0.jpg,1,Lantana
20170127-101639-0.jpg,1,Lantana
20170127-101650-0.jpg,1,Lantana
20170127-101707-0.jpg,1,Lantana
20170127-101718-0.jpg,1,Lantana
20170127-101726-0.jpg,1,Lantana
20170127-101737-0.jpg,1,Lantana
20170127-101745-0.jpg,1,Lantana
20170127-101805-0.jpg,1,Lantana
20170127-101813-0.jpg,1,Lantana
20170127-101822-0.jpg,1,Lantana
20170127-101830-0.jpg,1,Lantana
20170127-101839-0.jpg,1,Lantana
20170127-101849-0.jpg,1,Lantana
20170127-101855-0.jpg,1,Lantana
20170127-101902-0.jpg,1,Lantana
20170127-101912-0.jpg,1,Lantana
20170127-101918-0.jpg,1,Lantana
20170127-101927-0.jpg,1,Lantana
20170127-101933-0.jpg,1,Lantana
20170127-101941-0.jpg,1,Lantana
20170127-101959-0.jpg,1,Lantana
20170127-102005-0.jpg,1,Lantana
20170127-102015-0.jpg,1,Lantana
20170127-102025-0.jpg,1,Lantana
20170127-102032-0.jpg,1,Lantana
20170127-102051-0.jpg,1,Lantana
20170127-102059-0.jpg,1,Lantana
20170127-102106-0.jpg,1,Lantana
20170127-102118-0.jpg,1,Lantana
20170127-102124-0.jpg,1,Lantana
20170127-102132-0.jpg,1,Lantana
20170127-102141-0.jpg,1,Lantana
20170127-102151-0.jpg,1,Lantana
20170127-102157-0.jpg,1,Lantana
20170127-102206-0.jpg,1,Lantana
20170127-102214-0.jpg,1,Lantana
20170127-102221-0.jpg,1,Lantana
20170127-102237-0.jpg,1,Lantana
20170127-102243-0.jpg,1,Lantana
20170127-102251-0.jpg,1,Lantana
20170127-102301-0.jpg,1,Lantana
20170127-102310-0.jpg,1,Lantana
20170127-102318-0.jpg,1,Lantana
20170127-102348-0.jpg,1,Lantana
20170127-102403-0.jpg,1,Lantana
20170127-102411-0.jpg,1,Lantana
20170127-102426-0.jpg,1,Lantana
20170127-102437-0.jpg,1,Lantana
20170127-102455-0.jpg,1,Lantana
20170127-102520-0.jpg,1,Lantana
20170127-102536-0.jpg,1,Lantana
20170127-102546-0.jpg,1,Lantana
20170127-102604-0.jpg,1,Lantana
20170127-102616-0.jpg,1,Lantana
20170127-102630-0.jpg,1,Lantana
20170127-102642-0.jpg,1,Lantana
20170127-102653-0.jpg,1,Lantana
20170127-102746-0.jpg,1,Lantana
20170127-102812-0.jpg,1,Lantana
20170127-102822-0.jpg,1,Lantana
20170127-102832-0.jpg,1,Lantana
20170127-102841-0.jpg,1,Lantana
20170127-102850-0.jpg,1,Lantana
20170127-102904-0.jpg,1,Lantana
20170127-102912-0.jpg,1,Lantana
20170127-102920-0.jpg,1,Lantana
20170127-102931-0.jpg,1,Lantana
20170127-102943-0.jpg,1,Lantana
20170127-102955-0.jpg,1,Lantana
20170127-103003-0.jpg,1,Lantana
20170127-103011-0.jpg,1,Lantana
20170127-103018-0.jpg,1,Lantana
20170127-103025-0.jpg,1,Lantana
20170127-103034-0.jpg,1,Lantana
20170127-103044-0.jpg,1,Lantana
